Nam_Type_Istoch;List_RN
ИГИ-Су-1;сурьма-124
ИГИ-Су-1-1;сурьма-124
ИГИ-Су-1-2;сурьма-124
ИГИ-Су-1-3;сурьма-124
ИГИ-Су-1-4;сурьма-124
ИГИ-Су-1-5;сурьма-124
ИГИ-Су-6-1;сурьма-124
ИГИ-Су-6-2;сурьма-124
ИГИ-Су-6-3;сурьма-124
ИГИ-Су-6-4;сурьма-124
ИГИ-Су-6-5;сурьма-124
ИГИ-Су-6-6;сурьма-124
ИГИ-Су-7;сурьма-124
ИГИ-Су-8;сурьма-124
ИГИ-Ту;тулий-170
ИГИ-Ту-0;тулий-170
ИГИ-Ту-0-1;тулий-170
ИГИ-Ту-0-2;тулий-170
ИГИ-Ту-0-3;тулий-170
ИГИ-Ту-0-4;тулий-170
ИГИ-Ту-1;тулий-170
ИГИ-Ту-1-1;тулий-170
ИГИ-Ту-1-2;тулий-170
ИГИ-Ту-3;тулий-170
ИГИ-Ту-3-2;тулий-170
ИГИ-Ц;цезий-137
ИГИ-Ц-1;цезий-137
ИГИ-Ц-10;цезий-137
ИГИ-Ц-10-1;цезий-137
ИГИ-Ц-11;цезий-137
ИГИ-Ц-11-1;цезий-137
ИГИ-Ц-12;цезий-137
ИГИ-Ц-12-1;цезий-137
ИГИ-Ц-13;цезий-137
ИГИ-Ц-13-1;цезий-137
ИГИ-Ц-14;цезий-137
ИГИ-Ц-14-1;цезий-137
ИГИ-Ц-14-2;цезий-137
ИГИ-Ц-14-3;цезий-137
ИГИ-Ц-1-5;цезий-137
ИГИ-Ц-15-1;цезий-137
ЯГРИО-119м-4а;олово-119м
ЯГРИО-119м-4б;олово-119м
ЯГРИО-119м-4в;олово-119м
ЯГРИО-119м-5а;олово-119м
ЯГРИО-119м-5б;олово-119м
ЯГРИО-119м-5в;олово-119м
ЯГРИО-119м-6а;олово-119м
ЯГРИО-119м-6б;олово-119м
ЯГРИО-119м-6в;олово-119м
ЯГРИО-119м-VIв;олово-119м
ЯГРИО-119м-Шб;олово-119м
ЯГРИО-VI;олово-119м
ЯГРИО-VIв;олово-119м
ЯГРИО-VIд;олово-119м
ЯГР-МАК;олово-119м
ЯГР-МАК-III;кобальт-57
ЯГР-МАК-III;олово-119м
НCf2.P01;калифорний-252
НCf2.P01.1204;калифорний-252
НCf2.P01.3004;калифорний-252
НCf2.P01.4005;калифорний-252
НCf2.P01.6004;калифорний-252
Набор 1 или 1а или 1аи;плутоний-239
Набор 2а;уран естественный
Набор 2аи;уран естественный
Набор 2б;таллий-204
Набор 3б;кобальт-60
Набор 4 или 4а;уран-234
Набор 4аи;уран-234
Набор б или 1б или 1би;стронций-90; иттрий-90
Набор 10УГ;углерод-14
Набор 1К-0;кобальт-60
Набор 1Т4;таллий-204
Набор 1У4;уран-234
Набор 1У8;уран естественный
Набор 1УГ;углерод-14
Набор 2К-0;кобальт-60
Набор 3К-0;кобальт-60
Набор 3У4;уран-234
Набор 3У8;уран естественный
Набор 4УГ;углерод-14
Набор 6У8;уран естественный
НИ-1;никель-63
НИ-3;никель-63
НИ-4;никель-63
НИ-5;никель-63
НК244М12;кюрий-244
НК248М11.26;кюрий-248
НК248М11.44;кюрий-248
БК85.072;криптон-85
БК85.073;криптон-85
БК85.074;криптон-85
БК85.075;криптон-85
БК85.P02И.1810;криптон-85
БК85.Р0;криптон-85
БК85.Р0 2Х.1810;криптон-85
БК85.Р0.2Р.509;криптон-85
БК85.Р02;криптон-85
БК85.Р02U509;криптон-85
БК85.Р02И.209;криптон-85
БК85.Р02П.508;криптон-85
БК85.Р02Р.509;криптон-85
БК85.Р02С.1010;криптон-85
БК85.Р02У;криптон-85
БК85.Р02Х1010;криптон-85
БК85.Р06Э.379РИ;криптон-85
БК85.Р07А.1211;криптон-85
БН63;никель-63
БН63.1;никель-63
БН63.П;никель-63
БН63.С;никель-63
БН63/25;никель-63
ВДАВ-05;стронций-90; иттрий-90
ВДАВ-06;стронций-90; иттрий-90
ВНТ;тритий
ВНТ1-26М;тритий
ВНТ2-26М;тритий
ВНТ2-32;тритий
ВНТ2-67;тритий
ВНТ3-26д;тритий
ВНТ3-26М;тритий
ВНT4-26М;тритий
ВНT4-26М2;тритий
ВНИ-2;полоний-210; бериллий
ВНТ1-193МИ;тритий
ВНТ1-26;тритий
ВНТ1-32;тритий
ВНТ2-26;тритий
ВНТ3-26;тритий
ВНТ3-67;тритий
ВНТ4-26;тритий
ВР-02;кобальт-57
Г-1;криптон-85
ГBa3.044;барий-133
ГBa3.044.0;барий-133
ГCs7;цезий-137
ГCs7.011.12;цезий-137
ГCs7.012;цезий-137
ГCs7.012.1;цезий-137
ГCs7.012.10;цезий-137
ГCs7.012.11;цезий-137
ГCs7.012.2;цезий-137
ГCs7.012.3;цезий-137
ГCs7.012.4;цезий-137
ГCs7.012.5;цезий-137
ГCs7.012.6;цезий-137
ГCs7.012.7;цезий-137
ГCs7.012.8;цезий-137
ГCs7.012.9;цезий-137
ГCs7.02.2;цезий-137
BNi3.C1;никель-63
BNi3.C1.1;никель-63
BNi3.C1.2;никель-63
BNi3.C1.3;никель-63
BNi3.C2;никель-63
BNi3.C2.1;никель-63
BNi3.C3;никель-63
BNi3.C3.1;никель-63
BNi3.C3.2;никель-63
BNi3.C3.3;никель-63
BNi3.C3.4;никель-63
BNi3.C3.x;никель-63
BNi3.C4;никель-63
GCo7.15;кобальт-57
GCo7.17;кобальт-57
GCo7.21;кобальт-57
GCo7.211;кобальт-57
GCo7.212;кобальт-57
GCo7.213;кобальт-57
GCo7.214;кобальт-57
ОСГИ-3-2-2р;цезий-137
ОСГИ-3-2-2р;церий-139
ОСГИ-3-2-2р;цинк-65
ОСГИ-А;америций-241
ОСГИ-А;америций-243
ОСГИ-А;барий-133
ОСГИ-А;висмут-207
ОСГИ-А;гадолиний-153
ОСГИ-А;европий-152
ОСГИ-А;железо-55
ОСГИ-А;иттрий-88
ОСГИ-А;йод-125
КМ6-8;кобальт-60
КМ-8;кобальт-60
КМ-И-14;кобальт-60
КМ-И-17;кобальт-60
КМ-И-18;кобальт-60
КМ-И-2;кобальт-60
КМ-И-56;кобальт-60
КНК-15-1;уран-235
КНТ;уран-235
КНТ-15;уран-235
КНТ-15-1-0177;уран-235
КНТ-15-1276;уран-235
КНТ-15-75;уран-235
КНТ-16-0577;уран-235
КНТ-16-1276;уран-235
КНТ-16-76;уран-235
КНТ-23-1;уран-235
КНТ-23-1-8;уран-235
КНТ-23-8;уран-235
КНТ-24-1;уран-235
КНТ-31;уран-235
КНТ-31-1;уран-235
КНТ-31-68;уран-235
КНТ-5;уран-235
КНТ-54;уран-235
КНТ-54-1;уран-235
КНТ-6;уран-235
КтВ-К;уран-235
МИКХ;кобальт-57
МИКХ ЭДГХ;кобальт-57
МИКХ-1;кобальт-57
МИКХ-2;кобальт-57
МИКХ-3;кобальт-57
МИКХ-4;кобальт-57
МИКХ-5;кобальт-57
МИКХ-6;кобальт-57
МИКХ-7;кобальт-57
МИКХ-II;кобальт-57
МИКХ-III;кобальт-57
МИР-3А;плутоний-239
МК57.ВР01.80/94;кобальт-57
МК57.ВР1, 5;кобальт-57
МК57.ВР1.01;кобальт-57
МК57.ВР5.01;кобальт-57
МК57.ВР5.02;кобальт-57
МК57.ВР5.03;кобальт-57
CO032240001M;кобальт-60
CO032240005M;кобальт-60
CO032240005U;кобальт-60
CO032240010U;кобальт-60
CO032240050U;кобальт-60
CO032240100U;кобальт-60
CO032240500U;кобальт-60
CO034020001M;кобальт-60
CO034020005M;кобальт-60
CO034020010M;кобальт-60
CO034020100U;кобальт-60
CO034020500U;кобальт-60
CO0P030001C;кобальт-60
CO0P030010M;кобальт-60
CO0P030050M;кобальт-60
CO0P030100M;кобальт-60
CO0P030500M;кобальт-60
CO0P040001C;кобальт-60
CO0P040010M;кобальт-60
CO0P040050M;кобальт-60
CO0P040100M;кобальт-60
CO0P040500M;кобальт-60
CO0P170001C;кобальт-60
CO0P170002C;кобальт-60
CO0P170004C;кобальт-60
CO0P170050M;кобальт-60
CO0P170100M;кобальт-60
CO0P170500M;кобальт-60
CO0P17-10001C;кобальт-60
CO0P17-10002C;кобальт-60
CO0P17-10004C;кобальт-60
CO0P17-10050M;кобальт-60
CO0P17-10100M;кобальт-60
CO0P17-10500M;кобальт-60
CO7;кобальт-57
CO730000001M;кобальт-57
CO730000005M;кобальт-57
CO730000010M;кобальт-57
CO730000025M;кобальт-57
CO730000050M;кобальт-57
CO730000100M;кобальт-57
CO730000500U;кобальт-57
CO730240001M;кобальт-57
CO730240005M;кобальт-57
CO730240010M;кобальт-57
CO730240025M;кобальт-57
CO730240050M;кобальт-57
CO730240100M;кобальт-57
CO730240500U;кобальт-57
CO730250001M;кобальт-57
CO732150500U;кобальт-57
CO732240001M;кобальт-57
CO732240005M;кобальт-57
CO732240010M;кобальт-57
CO732240025M;кобальт-57
CO732240050M;кобальт-57
CO732240100M;кобальт-57
CO732240500U;кобальт-57
CO734020001M;кобальт-57
CO734020005M;кобальт-57
CO734020010M;кобальт-57
CO734020025M;кобальт-57
CO734020050M;кобальт-57
CO734020100M;кобальт-57
CO734020500U;кобальт-57
CO738070001M;кобальт-57
CO738070005M;кобальт-57
Co0.A86;кобальт-60
КИ;стронций-90
BNi3.C3.4.R;никель-63
1СО-23;стронций-90; иттрий-90
1СО-31;стронций-90; иттрий-90
1СО-32;стронций-90; иттрий-90
1СО-33;стронций-90; иттрий-90
1СО-52;стронций-90; иттрий-90
1СО-8;стронций-90; иттрий-90
1СО-81;стронций-90; иттрий-90
1СО-82;стронций-90; иттрий-90
2П9-21;плутоний-239
2П9-22;плутоний-239
2П9-23;плутоний-239
2П9-8;плутоний-239
2П9-81;плутоний-239
2П9-82;плутоний-239
2СО-122;стронций-90; иттрий-90
2СО-23;стронций-90; иттрий-90
2СО-31;стронций-90; иттрий-90
2СО-52;стронций-90; иттрий-90
3П9-22;плутоний-239
3П9-23;плутоний-239
3П9-81;плутоний-239
3П9-82;плутоний-239
3СО-122;стронций-90; иттрий-90
3СО-123;стронций-90; иттрий-90
3СО-22;стронций-90; иттрий-90
3СО-23;стронций-90; иттрий-90
3СО-31;стронций-90; иттрий-90
3СО-33;стронций-90; иттрий-90
3СО-51;стронций-90; иттрий-90
3СО-52;стронций-90; иттрий-90
3СО-81;стронций-90; иттрий-90
3СО-82;стронций-90; иттрий-90
4П9-22;плутоний-239
4П9-23;плутоний-239
4П9-81;плутоний-239
4П9-82;плутоний-239
4СО-23;стронций-90; иттрий-90
4СО-52;стронций-90; иттрий-90
5П9-22;плутоний-239
5П9-81;плутоний-239
5П9-82;плутоний-239
5СО-122;стронций-90; иттрий-90
5СО-52;стронций-90; иттрий-90
6П9-23;плутоний-239
6П9-81;плутоний-239
6СО-52;стронций-90; иттрий-90
IGI-Z-22-1;цезий-137
BNi.C3.4;никель-63
BNi.C3.4R;никель-63
КактусР1/4;цезий-137
А424-13;кобальт-60
РА-226;радий-226
КИ101/50;стронций-90; иттрий-90
СDC.CY11;цезий-137
ТНТ-1415;Тритий
SRM4968;Радий-226
КАСВ 14466;криптон-85
Прототип мишени;торий-232
NER004P;никель-63
CTEPH-U1;уран естественный
CТЕРН-Th;торий естественный
СТЕРН-U2;уран естественный
СТЕРН-К;калий-40
КАСК8044;криптон-85
ВНТ4-32;тритий
ГНТ1-40;тритий
ГНТ1-40-02;тритий
ГНТ5-40;тритий
НТ-32М;тритий
Т19-Л209;тритий
Т19-Л214;тритий
Т19-Л214-01;тритий
ТГНТ194;тритий
ТЖИУ.433422.004-01;уран-238
ТЖИУ.433422.004-02;уран-238
ТЖИУ.433422.004-04;уран-238
ТЖИУ.433422.004-05;уран-238
ТЖИУ.433442.004-03;тритий, уран-238
ТЖИУ.433442.004-03;уран-238
Gra6.1.Р2;радий-226
БИТ-М5;тритий
2СО-127;стронций-90; иттрий-90
3П9-166;плутоний-239
Р1-881М;радий-226
РА14-262;радий-226
РА2,5.2-2;радий-226
РА21-4;радий-226
РА53-42;радий-226
РБА14-1;радий-226
РБА15-2;радий-226
РБА16-3;радий-226
ЭЯ-1;углерод-14
СР18.200;селен-75
ГСОО.061.2;Кобальт-60
Виота;иттрий-90; стронций-90
КНТ 23;уран-235
КНТ 24;уран-235
КНТ 26;уран-235
MСо7.121;кобальт-57
X 119;цезий-137
ВНТ4-32-01;тритий
ВНТ6-26;тритий
ПФ2-120-01;тритий
С64343;америций-241
1С0-212;стронций-90; иттрий-90
1С0-326;стронций-90; иттрий-90
6С0-133;стронций-90; иттрий-90
6С0-134;стронций-90; иттрий-90
6С0-135;стронций-90; иттрий-90
Th232; Cs137; Ra226; K40;торий-232; цезий-137; радий-226; калий-40
4С0-134;стронций-90; иттрий-90
САИ-4Б;стронций-90; иттрий-90
ОИСН-1;калий-40; радий-226; торий-232
Cs137;цезий-137
Sr-90;Y-90;стронций-90; иттрий-90
КАСК 8044;криптон-85
ИБИРЗН-63, 2б-1;никель-63
6СО-53;стронций-90; иттрий-90
АКН;хром-51
Clarus 600;Никель-63
ЭКД;уран-235
1СО-123;стронций-90; иттрий-90
6СО-32;стронций-90; иттрий-90
6СО-33;стронций-90; иттрий-90
нитрат в твердой форме;стронций-90
GCs.7.44;Цезий-137
PPu8.07.Х;Плутоний-238
XCd9.061.Х;Кадмий-109
XCm4.061.2;Кюрий-244
ВС1.0-11;криптон-85
-;цезий-137
-;тритий
-;радий-226
-;Прометий-147
-;никель-63
-;калифорний-252
-;кобальт-60
-;нептуний-237
-;торий-232
-;теллур-134
-;стронций-90
-;плутоний-239
-;америций-241
-;церий-137
-;криптон-85
-;кобальт-57
-;калий-40
-;иод-129
-;плутоний-238
GF-0227;натрий-22
HEGL-0136;натрий-22
HEGL-0139;Ge-68
HEGL-0139;германий-68
MMS-05-022;натрий-22
VQC-068;германий-68
дефлектор;джн (смесь долгоживущих нуклидов)*
мишень;уран-235
мишень;уран-238
мишень;тритий
мишень;уран-235; торий-232
мишень;плутоний-241
мишень;кюрий-245
мишень;торий-232
ПГЛ.1;германий-68
GCs7.462;цезий-137
ECD-2010;никель-63
КАСВ14466 TI-317;Криптон-85
ИНТ;тритий
НР-11Н;плутоний-239
НР-9Н;плутоний-239
C42211;никель-63
Контрольный источник;плутоний-238; плутоний-239; плутоний-242
ОСГИ-100-2р;цезий-137
Cs-137;цезий-137
ОСГИ-3-2-1р;америций-241
ОСГИ-3-2-1р;цезий-137
ОСГИ-3-2-1р;кадмий-109
ОСГИ-3-2-1р;торий-228
Прогресс (комбинированный источник);цезий-137; калий-40
Т-19 (ДРГ-05);стронций-90
Ц 4-7;цезий-137
Цезий-137;цезий-137
ОМАСН;радий-226
ОМАСН;радий-226; европий-152; торий-228; цезий-137
ОМАСН;стронций-90
ОМАСН;торий-228
ОМАСН;церий-139
ОМАСН;тритий
ОМАСН;цезий-137
ОМАСН;Уран-238
ОМАСН;Уран-238; уран-235
ОМАСН;Кобальт-60; Цезий-137
ОМАСН;торий-232
ОМАСН;уран-235
ОМАСН;америций-241; церий-139; кобальт-57; барий-133
ОМАСН;углерод-14
ОМАСН;америций-241
ОМАСН;кобальт-60; америций-241; цезий-137; европий-152
ОМАСН;америций-241; цезий-137; кобальт-60; европий-152
ОМАСН;барий-133
ОМАСН;европий-152
ОМАСН;европий-152; барий-133
ОМАСН;иттрий-88
ОМАСН;калий-40
ОМАСН;кобальт-57
ОМАСН;Кобальт-57; Барий-133
ОМАСН;кобальт-60
ОМАСН;америций-241; цезий-137; барий-133; иттрий-88; кобальт-60; кобальт-57; калий-40
ОСНИГИ;цезий-137
ОСНИГИ;европий-152
ОСНИГИ;уран-235
Хлорид;Радий-226
Микро ЭЗД;никель-63
Образцовый бета- источник ISO-135;стронций-90
Радиевый эталон ЕР1;Радий-226
